2013 Federal Election - Senate Senate First Preferences By Polling Place [Event:17496 Generated:2013-11-18T16:00:01]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceNm,Ticket,CandidateID,BallotPosition,CandidateDetails,PartyNm,OrdinaryVotes
NT,306,"Lingiari",58672,"Casuarina LINGIARI PPVC", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",0
NT,306,"Lingiari",58672,"Casuarina LINGIARI PPVC", I,25154,0,"I TICKET VOTES","Shooters and Fishers",3
NT,306,"Lingiari",58672,"Casuarina LINGIARI PPVC", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",0
NT,306,"Lingiari",58672,"Casuarina LINGIARI PPVC", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",0
NT,306,"Lingiari",58672,"Casuarina LINGIARI PPVC", J,25163,0,"J TICKET VOTES","Rise Up Australia Party",0
NT,306,"Lingiari",58672,"Casuarina LINGIARI PPVC", J,24726,1,"PILE, Jan","Rise Up Australia Party",0
NT,306,"Lingiari",58672,"Casuarina LINGIARI PPVC", J,24731,2,"COX, Michael","Rise Up Australia Party",1
NT,306,"Lingiari",58672,"Casuarina LINGIARI PPVC", K,25164,0,"K TICKET VOTES","Australian Greens",5
NT,306,"Lingiari",58672,"Casuarina LINGIARI PPVC", K,24888,1,"WILLIAMS, Warren H","Australian Greens",0
NT,306,"Lingiari",58672,"Casuarina LINGIARI PPVC", K,24892,2,"BRAND, Michael","Australian Greens",0
NT,306,"Lingiari",58672,"Casuarina LINGIARI PPVC", L,25159,0,"L TICKET VOTES","Australian Independents",2
NT,306,"Lingiari",58672,"Casuarina LINGIARI PPVC", L,23959,1,"WALCOTT, Phil","Australian Independents",0
NT,306,"Lingiari",58672,"Casuarina LINGIARI PPVC", L,23962,2,"FUTCHER, Lisa","Australian Independents",0
NT,306,"Lingiari",58672,"Casuarina LINGIARI PPVC",ZZ,0,99,"INFORMAL"," ",2
NT,306,"Lingiari",8886,"Christmas Island", A,25162,0,"A TICKET VOTES","Palmer United Party",22
NT,306,"Lingiari",8886,"Christmas Island", A,24499,1,"TE WAKE, Douglas","Palmer United Party",1
NT,306,"Lingiari",8886,"Christmas Island", A,24500,2,"McCABE, John Brian Douglas","Palmer United Party",1
NT,306,"Lingiari",8886,"Christmas Island", B,25160,0,"B TICKET VOTES","Uniting Australia Party",2
NT,306,"Lingiari",8886,"Christmas Island", B,23793,1,"BELL, Gary","Uniting Australia Party",0
NT,306,"Lingiari",8886,"Christmas Island", B,23797,2,"WATT, Kathryn","Uniting Australia Party",0
NT,306,"Lingiari",8886,"Christmas Island", C,25156,0,"C TICKET VOTES","Stable Population Party",0
NT,306,"Lingiari",8886,"Christmas Island", C,23375,1,"MILES, Jim","Stable Population Party",0
NT,306,"Lingiari",8886,"Christmas Island", C,23423,2,"RUSSELL, Mark","Stable Population Party",0
NT,306,"Lingiari",8886,"Christmas Island", D,25161,0,"D TICKET VOTES","A.F.N.P.P.",1
NT,306,"Lingiari",8886,"Christmas Island", D,24015,1,"KUNOTH-MONKS, Rosalie","A.F.N.P.P.",0
NT,306,"Lingiari",8886,"Christmas Island", D,24020,2,"GADAMBUA, Jeannie","A.F.N.P.P.",0
NT,306,"Lingiari",8886,"Christmas Island", E,25158,0,"E TICKET VOTES","Country Liberals (NT)",75
NT,306,"Lingiari",8886,"Christmas Island", E,23513,1,"SCULLION, Nigel","Country Liberals (NT)",1
NT,306,"Lingiari",8886,"Christmas Island", E,23514,2,"FAZLDEEN, Linda","Country Liberals (NT)",1
NT,306,"Lingiari",8886,"Christmas Island", F,25157,0,"F TICKET VOTES","Australian Labor Party (Northern Territory) Branch",182
NT,306,"Lingiari",8886,"Christmas Island", F,23498,1,"PERIS, Nova","Australian Labor Party (Northern Territory) Branch",4
NT,306,"Lingiari",8886,"Christmas Island", F,23503,2,"FOLEY, Rowan","Australian Labor Party (Northern Territory) Branch",0
NT,306,"Lingiari",8886,"Christmas Island", G,25165,0,"G TICKET VOTES","Sex Party",9
NT,306,"Lingiari",8886,"Christmas Island", G,24958,1,"EDWARDS, Joanne Louise","Sex Party",0
NT,306,"Lingiari",8886,"Christmas Island", G,24962,2,"RANDALL, Tracey Lee","Sex Party",0
NT,306,"Lingiari",8886,"Christmas Island", H,25155,0,"H TICKET VOTES","Citizens Electoral Council",1
NT,306,"Lingiari",8886,"Christmas Island", H,23300,1,"WORK, Vernon","Citizens Electoral Council",0
NT,306,"Lingiari",8886,"Christmas Island", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",0
NT,306,"Lingiari",8886,"Christmas Island", I,25154,0,"I TICKET VOTES","Shooters and Fishers",4
NT,306,"Lingiari",8886,"Christmas Island", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",1
NT,306,"Lingiari",8886,"Christmas Island", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",0
NT,306,"Lingiari",8886,"Christmas Island", J,25163,0,"J TICKET VOTES","Rise Up Australia Party",0
NT,306,"Lingiari",8886,"Christmas Island", J,24726,1,"PILE, Jan","Rise Up Australia Party",0
NT,306,"Lingiari",8886,"Christmas Island", J,24731,2,"COX, Michael","Rise Up Australia Party",0
NT,306,"Lingiari",8886,"Christmas Island", K,25164,0,"K TICKET VOTES","Australian Greens",34
NT,306,"Lingiari",8886,"Christmas Island", K,24888,1,"WILLIAMS, Warren H","Australian Greens",5
NT,306,"Lingiari",8886,"Christmas Island", K,24892,2,"BRAND, Michael","Australian Greens",3
NT,306,"Lingiari",8886,"Christmas Island", L,25159,0,"L TICKET VOTES","Australian Independents",5
NT,306,"Lingiari",8886,"Christmas Island", L,23959,1,"WALCOTT, Phil","Australian Independents",0
NT,306,"Lingiari",8886,"Christmas Island", L,23962,2,"FUTCHER, Lisa","Australian Independents",0
NT,306,"Lingiari",8886,"Christmas Island",ZZ,0,99,"INFORMAL"," ",16
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", A,25162,0,"A TICKET VOTES","Palmer United Party",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", A,24499,1,"TE WAKE, Douglas","Palmer United Party",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", A,24500,2,"McCABE, John Brian Douglas","Palmer United Party",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", B,25160,0,"B TICKET VOTES","Uniting Australia Party",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", B,23793,1,"BELL, Gary","Uniting Australia Party",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", B,23797,2,"WATT, Kathryn","Uniting Australia Party",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", C,25156,0,"C TICKET VOTES","Stable Population Party",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", C,23375,1,"MILES, Jim","Stable Population Party",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", C,23423,2,"RUSSELL, Mark","Stable Population Party",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", D,25161,0,"D TICKET VOTES","A.F.N.P.P.",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", D,24015,1,"KUNOTH-MONKS, Rosalie","A.F.N.P.P.",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", D,24020,2,"GADAMBUA, Jeannie","A.F.N.P.P.",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", E,25158,0,"E TICKET VOTES","Country Liberals (NT)",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", E,23513,1,"SCULLION, Nigel","Country Liberals (NT)",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", E,23514,2,"FAZLDEEN, Linda","Country Liberals (NT)",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", F,25157,0,"F TICKET VOTES","Australian Labor Party (Northern Territory) Branch",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", F,23498,1,"PERIS, Nova","Australian Labor Party (Northern Territory) Branch",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", F,23503,2,"FOLEY, Rowan","Australian Labor Party (Northern Territory) Branch",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", G,25165,0,"G TICKET VOTES","Sex Party",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", G,24958,1,"EDWARDS, Joanne Louise","Sex Party",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", G,24962,2,"RANDALL, Tracey Lee","Sex Party",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", H,25155,0,"H TICKET VOTES","Citizens Electoral Council",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", H,23300,1,"WORK, Vernon","Citizens Electoral Council",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", I,25154,0,"I TICKET VOTES","Shooters and Fishers",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", J,25163,0,"J TICKET VOTES","Rise Up Australia Party",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", J,24726,1,"PILE, Jan","Rise Up Australia Party",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", J,24731,2,"COX, Michael","Rise Up Australia Party",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", K,25164,0,"K TICKET VOTES","Australian Greens",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", K,24888,1,"WILLIAMS, Warren H","Australian Greens",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", K,24892,2,"BRAND, Michael","Australian Greens",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", L,25159,0,"L TICKET VOTES","Australian Independents",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", L,23959,1,"WALCOTT, Phil","Australian Independents",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC", L,23962,2,"FUTCHER, Lisa","Australian Independents",0
NT,306,"Lingiari",65580,"Christmas Island INTERSTATE PPVC",ZZ,0,99,"INFORMAL"," ",0
NT,306,"Lingiari",34174,"Christmas Island PPVC", A,25162,0,"A TICKET VOTES","Palmer United Party",2
NT,306,"Lingiari",34174,"Christmas Island PPVC", A,24499,1,"TE WAKE, Douglas","Palmer United Party",0
NT,306,"Lingiari",34174,"Christmas Island PPVC", A,24500,2,"McCABE, John Brian Douglas","Palmer United Party",1
NT,306,"Lingiari",34174,"Christmas Island PPVC", B,25160,0,"B TICKET VOTES","Uniting Australia Party",0
NT,306,"Lingiari",34174,"Christmas Island PPVC", B,23793,1,"BELL, Gary","Uniting Australia Party",0
NT,306,"Lingiari",34174,"Christmas Island PPVC", B,23797,2,"WATT, Kathryn","Uniting Australia Party",0
NT,306,"Lingiari",34174,"Christmas Island PPVC", C,25156,0,"C TICKET VOTES","Stable Population Party",0
NT,306,"Lingiari",34174,"Christmas Island PPVC", C,23375,1,"MILES, Jim","Stable Population Party",0
NT,306,"Lingiari",34174,"Christmas Island PPVC", C,23423,2,"RUSSELL, Mark","Stable Population Party",0
NT,306,"Lingiari",34174,"Christmas Island PPVC", D,25161,0,"D TICKET VOTES","A.F.N.P.P.",0
NT,306,"Lingiari",34174,"Christmas Island PPVC", D,24015,1,"KUNOTH-MONKS, Rosalie","A.F.N.P.P.",0
NT,306,"Lingiari",34174,"Christmas Island PPVC", D,24020,2,"GADAMBUA, Jeannie","A.F.N.P.P.",0
NT,306,"Lingiari",34174,"Christmas Island PPVC", E,25158,0,"E TICKET VOTES","Country Liberals (NT)",40
NT,306,"Lingiari",34174,"Christmas Island PPVC", E,23513,1,"SCULLION, Nigel","Country Liberals (NT)",0
NT,306,"Lingiari",34174,"Christmas Island PPVC", E,23514,2,"FAZLDEEN, Linda","Country Liberals (NT)",0
NT,306,"Lingiari",34174,"Christmas Island PPVC", F,25157,0,"F TICKET VOTES","Australian Labor Party (Northern Territory) Branch",51
NT,306,"Lingiari",34174,"Christmas Island PPVC", F,23498,1,"PERIS, Nova","Australian Labor Party (Northern Territory) Branch",3
NT,306,"Lingiari",34174,"Christmas Island PPVC", F,23503,2,"FOLEY, Rowan","Australian Labor Party (Northern Territory) Branch",0
NT,306,"Lingiari",34174,"Christmas Island PPVC", G,25165,0,"G TICKET VOTES","Sex Party",3
NT,306,"Lingiari",34174,"Christmas Island PPVC", G,24958,1,"EDWARDS, Joanne Louise","Sex Party",0
NT,306,"Lingiari",34174,"Christmas Island PPVC", G,24962,2,"RANDALL, Tracey Lee","Sex Party",0
NT,306,"Lingiari",34174,"Christmas Island PPVC", H,25155,0,"H TICKET VOTES","Citizens Electoral Council",0
NT,306,"Lingiari",34174,"Christmas Island PPVC", H,23300,1,"WORK, Vernon","Citizens Electoral Council",0
NT,306,"Lingiari",34174,"Christmas Island PPVC", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",0
NT,306,"Lingiari",34174,"Christmas Island PPVC", I,25154,0,"I TICKET VOTES","Shooters and Fishers",1
NT,306,"Lingiari",34174,"Christmas Island PPVC", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",1
NT,306,"Lingiari",34174,"Christmas Island PPVC", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",0
NT,306,"Lingiari",34174,"Christmas Island PPVC", J,25163,0,"J TICKET VOTES","Rise Up Australia Party",0
NT,306,"Lingiari",34174,"Christmas Island PPVC", J,24726,1,"PILE, Jan","Rise Up Australia Party",0
NT,306,"Lingiari",34174,"Christmas Island PPVC", J,24731,2,"COX, Michael","Rise Up Australia Party",0
NT,306,"Lingiari",34174,"Christmas Island PPVC", K,25164,0,"K TICKET VOTES","Australian Greens",2
NT,306,"Lingiari",34174,"Christmas Island PPVC", K,24888,1,"WILLIAMS, Warren H","Australian Greens",1
NT,306,"Lingiari",34174,"Christmas Island PPVC", K,24892,2,"BRAND, Michael","Australian Greens",0
NT,306,"Lingiari",34174,"Christmas Island PPVC", L,25159,0,"L TICKET VOTES","Australian Independents",1
NT,306,"Lingiari",34174,"Christmas Island PPVC", L,23959,1,"WALCOTT, Phil","Australian Independents",0
NT,306,"Lingiari",34174,"Christmas Island PPVC", L,23962,2,"FUTCHER, Lisa","Australian Independents",0
NT,306,"Lingiari",34174,"Christmas Island PPVC",ZZ,0,99,"INFORMAL"," ",1
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", A,25162,0,"A TICKET VOTES","Palmer United Party",34
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", A,24499,1,"TE WAKE, Douglas","Palmer United Party",2
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", A,24500,2,"McCABE, John Brian Douglas","Palmer United Party",0
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", B,25160,0,"B TICKET VOTES","Uniting Australia Party",5
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", B,23793,1,"BELL, Gary","Uniting Australia Party",0
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", B,23797,2,"WATT, Kathryn","Uniting Australia Party",0
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", C,25156,0,"C TICKET VOTES","Stable Population Party",3
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", C,23375,1,"MILES, Jim","Stable Population Party",1
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", C,23423,2,"RUSSELL, Mark","Stable Population Party",0
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", D,25161,0,"D TICKET VOTES","A.F.N.P.P.",4
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", D,24015,1,"KUNOTH-MONKS, Rosalie","A.F.N.P.P.",1
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", D,24020,2,"GADAMBUA, Jeannie","A.F.N.P.P.",0
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", E,25158,0,"E TICKET VOTES","Country Liberals (NT)",268
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", E,23513,1,"SCULLION, Nigel","Country Liberals (NT)",12
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", E,23514,2,"FAZLDEEN, Linda","Country Liberals (NT)",1
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", F,25157,0,"F TICKET VOTES","Australian Labor Party (Northern Territory) Branch",167
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", F,23498,1,"PERIS, Nova","Australian Labor Party (Northern Territory) Branch",2
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", F,23503,2,"FOLEY, Rowan","Australian Labor Party (Northern Territory) Branch",5
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", G,25165,0,"G TICKET VOTES","Sex Party",8
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", G,24958,1,"EDWARDS, Joanne Louise","Sex Party",3
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", G,24962,2,"RANDALL, Tracey Lee","Sex Party",1
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", H,25155,0,"H TICKET VOTES","Citizens Electoral Council",1
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", H,23300,1,"WORK, Vernon","Citizens Electoral Council",1
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",0
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", I,25154,0,"I TICKET VOTES","Shooters and Fishers",23
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",3
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",0
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", J,25163,0,"J TICKET VOTES","Rise Up Australia Party",4
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", J,24726,1,"PILE, Jan","Rise Up Australia Party",1
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", J,24731,2,"COX, Michael","Rise Up Australia Party",0
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", K,25164,0,"K TICKET VOTES","Australian Greens",43
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", K,24888,1,"WILLIAMS, Warren H","Australian Greens",6
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", K,24892,2,"BRAND, Michael","Australian Greens",0
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", L,25159,0,"L TICKET VOTES","Australian Independents",14
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", L,23959,1,"WALCOTT, Phil","Australian Independents",1
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC", L,23962,2,"FUTCHER, Lisa","Australian Independents",0
NT,306,"Lingiari",58673,"Darwin LINGIARI PPVC",ZZ,0,99,"INFORMAL"," ",16
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", A,25162,0,"A TICKET VOTES","Palmer United Party",2
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", A,24499,1,"TE WAKE, Douglas","Palmer United Party",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", A,24500,2,"McCABE, John Brian Douglas","Palmer United Party",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", B,25160,0,"B TICKET VOTES","Uniting Australia Party",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", B,23793,1,"BELL, Gary","Uniting Australia Party",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", B,23797,2,"WATT, Kathryn","Uniting Australia Party",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", C,25156,0,"C TICKET VOTES","Stable Population Party",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", C,23375,1,"MILES, Jim","Stable Population Party",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", C,23423,2,"RUSSELL, Mark","Stable Population Party",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", D,25161,0,"D TICKET VOTES","A.F.N.P.P.",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", D,24015,1,"KUNOTH-MONKS, Rosalie","A.F.N.P.P.",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", D,24020,2,"GADAMBUA, Jeannie","A.F.N.P.P.",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", E,25158,0,"E TICKET VOTES","Country Liberals (NT)",6
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", E,23513,1,"SCULLION, Nigel","Country Liberals (NT)",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", E,23514,2,"FAZLDEEN, Linda","Country Liberals (NT)",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", F,25157,0,"F TICKET VOTES","Australian Labor Party (Northern Territory) Branch",7
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", F,23498,1,"PERIS, Nova","Australian Labor Party (Northern Territory) Branch",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", F,23503,2,"FOLEY, Rowan","Australian Labor Party (Northern Territory) Branch",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", G,25165,0,"G TICKET VOTES","Sex Party",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", G,24958,1,"EDWARDS, Joanne Louise","Sex Party",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", G,24962,2,"RANDALL, Tracey Lee","Sex Party",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", H,25155,0,"H TICKET VOTES","Citizens Electoral Council",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", H,23300,1,"WORK, Vernon","Citizens Electoral Council",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", I,25154,0,"I TICKET VOTES","Shooters and Fishers",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", J,25163,0,"J TICKET VOTES","Rise Up Australia Party",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", J,24726,1,"PILE, Jan","Rise Up Australia Party",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", J,24731,2,"COX, Michael","Rise Up Australia Party",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", K,25164,0,"K TICKET VOTES","Australian Greens",2
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", K,24888,1,"WILLIAMS, Warren H","Australian Greens",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", K,24892,2,"BRAND, Michael","Australian Greens",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", L,25159,0,"L TICKET VOTES","Australian Independents",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", L,23959,1,"WALCOTT, Phil","Australian Independents",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)", L,23962,2,"FUTCHER, Lisa","Australian Independents",0
NT,306,"Lingiari",34133,"Divisional Office (PREPOLL)",ZZ,0,99,"INFORMAL"," ",0
NT,306,"Lingiari",65748,"Freds Pass PPVC", A,25162,0,"A TICKET VOTES","Palmer United Party",78
NT,306,"Lingiari",65748,"Freds Pass PPVC", A,24499,1,"TE WAKE, Douglas","Palmer United Party",9
NT,306,"Lingiari",65748,"Freds Pass PPVC", A,24500,2,"McCABE, John Brian Douglas","Palmer United Party",1
NT,306,"Lingiari",65748,"Freds Pass PPVC", B,25160,0,"B TICKET VOTES","Uniting Australia Party",1
NT,306,"Lingiari",65748,"Freds Pass PPVC", B,23793,1,"BELL, Gary","Uniting Australia Party",1
